Entry_Buffer_%,Exit_Buffer_%,Total_Return_%,CAGR_%,Num_Trades,Trades_per_Year,Win_Rate_%,Avg_Win_%,Avg_Loss_%,Profit_Factor,Expectancy_%,Best_Trade_%,Worst_Trade_%,Final_Equity,Max_Drawdown_%,Sharpe,Sortino
0.0,0.0,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.0,0.5,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.0,1.0,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.0,1.5,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.0,2.0,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.0,2.5,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.0,3.0,4143.161896110479,34.853796537762996,31,2.4732961992136304,45.16129032258064,47.6750117306202,-3.5831549869850736,13.305316656351152,19.565694498385046,242.8980521725366,-7.35933147632312,4243161.896110479,48.345741355956214,0.9155373813293239,0.9968618895487859
0.5,-3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
0.5,-2.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
0.5,-2.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
0.5,-1.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
0.5,-1.0,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
0.5,-0.5,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,0.0,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,0.5,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,1.0,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,1.5,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,2.0,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,2.5,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
0.5,3.0,4130.403721725835,34.82140152869712,31,2.4732961992136304,54.83870967741935,38.32549534090716,-3.770881123067852,10.163538464911069,19.314228550724895,242.8980521725366,-7.35933147632312,4230403.7217258345,48.33262447532519,0.916107073167171,0.993701945499604
1.0,-3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
1.0,-2.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
1.0,-2.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
1.0,-1.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.0,-1.0,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,-0.5,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,0.0,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,0.5,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,1.0,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,1.5,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,2.0,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,2.5,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.0,3.0,3366.3669885081213,32.6957345332691,34,2.7126474442988204,52.94117647058824,34.28705587419672,-3.706539196569128,9.250423118669225,16.40771701736573,226.77884889963585,-7.8346699568167795,3466366.988508121,48.32158680813144,0.8810891855198673,0.9541674357899603
1.5,-3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
1.5,-2.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
1.5,-2.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
1.5,-1.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,-1.0,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,-0.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,0.0,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,0.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,1.0,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,1.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,2.0,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,2.5,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
1.5,3.0,2225.887711606204,28.538010152252834,37,2.9519986893840104,43.24324324324324,38.35779930643859,-4.1868831711680405,9.161420975531467,14.210817359688882,226.77884889963585,-19.497894930567806,2325887.711606204,48.43644273789789,0.8089948403577275,0.8702730620787086
2.0,-3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
2.0,-2.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.0,-2.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,-1.5,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,-1.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,-0.5,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,0.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,0.5,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,1.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,1.5,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,2.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,2.5,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.0,3.0,1796.3895729765645,26.461360800159394,38,3.0317824377457407,39.473684210526315,40.395524128552864,-4.4089650562897695,9.162132975158231,13.277017516674427,226.77884889963585,-19.497894930567806,1896389.5729765648,49.91035104275669,0.7715975557562622,0.8291219815114707
2.5,-3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
2.5,-2.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,-2.0,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,-1.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,-1.0,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,-0.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,0.0,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,0.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,1.0,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,1.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,2.0,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,2.5,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
2.5,3.0,1579.6184783660306,25.242548909376406,40,3.1913499344692005,42.5,35.06096002242466,-4.502002780975115,7.787858366189325,12.312256410469788,226.77884889963585,-19.497894930567806,1679618.4783660306,48.414199878469006,0.750690860921081,0.8017793467244836
3.0,-3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,-2.5,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,-2.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,-1.5,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,-1.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,-0.5,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,0.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,0.5,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,1.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,1.5,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,2.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,2.5,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
3.0,3.0,1657.0606501260404,25.693770170234863,42,3.3509174311926606,45.23809523809524,31.269218922047575,-4.236355515929071,7.381160245987984,11.825690063155605,226.77884889963585,-19.497894930567806,1757060.6501260402,48.438312773203705,0.7594527425761183,0.8076202292173732
